21:14:52.139 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\RemoteHelpers\RemoteTestResultData.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\RemoteHelpers\RemoteTestResultDataFactory.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\RemoteHelpers\RemoteTestResultDataWithTestData.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\RemoteHelpers.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\RuntimeTestRunnerFilter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\SynchronousFilter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\TestEnumeratorWrapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\TestListenerWrapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\TestPlatform.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner\TestTaskWrapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\TestRunner.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\UnityEngine.TestRunner.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider\AssemblyLoadProxy.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider\AssemblyWrapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider\IAssemblyLoadProxy.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider\IAssemblyWrapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider\IScriptingRuntimeProxy.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider\PlayerTestAssemblyProvider.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider\ScriptingRuntimeProxy.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AssemblyProvider.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\AttributeHelper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\ColorEqualityComparer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\CoroutineRunner.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\FloatEqualityComparer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\IOuterUnityTestAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\IPostBuildCleanup.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\IPrebuildSceneSetup.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\ITestRunCallback.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\MonoBehaviourTest\IMonoBehaviourTest.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\MonoBehaviourTest\MonoBehaviourTest.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\MonoBehaviourTest.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\PostBuildCleanupAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\PrebuildSceneSetupAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\QuaternionEqualityComparer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\StacktraceFilter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\TestRunCallbackAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\TestRunCallbackListener.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\Utils.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\Vector2ComparerWithEqualsOperator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\Vector2EqualityComparer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\Vector3ComparerWithEqualsOperator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\Vector3EqualityComparer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\Vector4ComparerWithEqualsOperator.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils\Vector4EqualityComparer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\Utils.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEditor.TestRunner\UnityEditor.TestRunner.asmdef of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.813 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.test-framework@1.3.2\UnityEngine.TestRunner\UnityEngine.TestRunner.asmdef of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.815 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=3ms
21:15:20.815 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 84 PSI source file changes
21:15:20.816 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 84
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\CHANGELOG.md.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\Analytics\CoverageAnalytics.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\Analytics\CoverageAnalyticsEnums.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\Analytics\CoverageAnalyticsEvent.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\Analytics.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\AssemblyInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CodeCoverage.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CodeCoverage.Editor.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CommandLineManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CommandLineParser\CommandLineOption.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CommandLineParser\CommandLineOptionSet.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CommandLineParser\ICommandLineOption.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CommandLineParser.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\Compatibility\Compatibility.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\Compatibility\CompatibilityInitializer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\Compatibility.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\CoverageFormat.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\CyclomaticComplexity.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\BranchPoint.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\Class.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\CoverageSession.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\File.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\HelperExtensions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\IDocumentReference.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\InstrumentationPoint.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\Method.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\Model.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\Module.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\SequencePoint.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\SkippedEntity.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\SkippedMethod.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\Summary.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\SummarySkippedEntity.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model\TrackedMethod.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Model.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Mono.Reflection\ByteBuffer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Mono.Reflection\Disassembler.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Mono.Reflection\Instruction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Mono.Reflection\MethodBodyReader.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Mono.Reflection\Reflection.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\Mono.Reflection.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\OpenCoverReporter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\OpenCoverReporterFilter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover\OpenCoverResultWriter.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats\OpenCover.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageFormats.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoveragePreferences.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageReporterListener.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageReporterManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageResultWriterBase.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageRunData.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageSettings.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageWindow\CodeCoverageWindow.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
21:15:20.816 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.testtools.codecoverage@1.0.1\Editor\CoverageWindow\IncludedAssembliesPopupWindow.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
